birthdate	mail	company	name	user_id	ssn	blood_group	current_location	registration	job	username	residence	station_ID
1998-11-30	maysaaragao@ig.com.br	Aragão S/A	Benjamin Sales	1962	05389127668	O+	(Decimal('2.9691725'), Decimal('18.791513'))	08/17/2021, 00:00:00		jpinto		389
1932-08-16	hildegartauch-schlauchin@yahoo.de	Weinhold Austermühle Stiftung & Co. KG	Henny Mans B.Sc.	808	725-36-1347	O-	(Decimal('3.141656'), Decimal('18.323726'))	2019-12-24		ivanahering		159
	pkimura@yahoo.com	吉田印刷有限会社	山田 結衣	824	550-31-8847	O-	(Decimal('83.496522'), Decimal('86.988508'))	04 Oct 2022		ryosukeabe		722
1938-03-06	valentimda-costa@uol.com.br	Cavalcante Ramos S.A.	Liz Fogaça	1439	94635782000	O-	(Decimal('86.552313'), Decimal('150.856674'))	2023/05/11	Montador	leticia55		135
	panfilo72@libero.it	Bartoli-Anguissola s.r.l.	Milena Gioberti	1546	BLLFST45B43F568P	B-	(Decimal('51.2954965'), Decimal('-26.049809'))	2021-06-29		rubbiachiara		276
1986-03-11	krocha@bol.com.br	Fogaça	Benjamim Siqueira	1606	67950342838	A+	(Decimal('11.8981295'), Decimal('-122.023967'))	2022-12-28		macedobento		505
1934-03-12	campbellkelly@hotmail.com	Davis LLC	Margaret Bradley	1539	511-66-2915	B-	(Decimal('-24.8832835'), Decimal('-121.724408'))	2019/09/01	IT consultant	atrevino		266
1958-04-29	miurayui@yahoo.com	株式会社山崎鉱業	井上 聡太郎	2128	210-97-3478	B+	(Decimal('-3.3304495'), Decimal('168.424544'))	06/18/2023, 00:00:00		yokohayashi		30
	sayuri38@hotmail.com	株式会社佐々木保険	森 裕美子	816	623-22-8625	B-	(Decimal('-51.8113915'), Decimal('-40.425172'))	2023/10/02		tsubasafujita		673
2024-12-28	ryoshida@hotmail.com	合同会社伊藤情報	鈴木 桃子	259	004-43-7581	B-	(Decimal('-39.2015065'), Decimal('-25.970079'))	08 Mar 2023		mituruito		9
	larissa55@gmail.com	Pimenta Fogaça - EI	Maysa Sales	99	01768234507	AB+	(Decimal('38.2007945'), Decimal('-80.413393'))	10/02/2020, 00:00:00		melissaaragao		145
1935-08-28	vtoscani@poste.it	Canil Group	Osvaldo Trevisani	1395	PRLSRN02P20L726N	AB-	(Decimal('69.385993'), Decimal('133.427814'))	27 Nov 2018		sollimaliana		57
1957-07-24	araujoemanuella@uol.com.br	Viana	Sra. Manuela Fogaça	1322	19624830533	A-	(Decimal('-85.822310'), Decimal('114.173693'))	2019/06/02		nataliapinto		379
2020-01-17	ifaugno@gmail.com	Boccioni-Odescalchi Group	Benito Segrè	729	VNTPRN95C20F223W	O-	(Decimal('51.714199'), Decimal('-134.264147'))	18 Sep 2019		bettinbettina		152
	tullio73@hotmail.com	Binaghi e figli	Dott. Milo Rensi	923	FRRPNL68E59G997N	A-	(Decimal('64.2100625'), Decimal('58.656782'))	11/10/2023, 00:00:00		xnonis		174
	kaori05@yahoo.com	岡田保険有限会社	加藤 太郎	1638	421-65-4384	B+	(Decimal('50.2533575'), Decimal('-143.429775'))	31 Jan 2020	脚本家	shohei07		442
	marybuckley@hotmail.com	Turner, Miller and White	Andrea Gibson	2140	557-12-3358	AB-	(Decimal('60.818732'), Decimal('34.801560'))	2020/09/21		tdaniels		376
	schmiedtdirk@web.de	Walter AG	Irmi Trüb MBA.	1143	871-22-9583	O+	(Decimal('-58.305974'), Decimal('-83.960152'))	2024/05/22		klaere34		7
1998-03-17	yuki50@gmail.com	有限会社山本水産	佐々木 七夏	1653	347-58-1078	O-	(Decimal('66.3247425'), Decimal('-45.731622'))	2022/03/18		otaatsushi		312
1974-01-12	lorettamazzocchi@tim.it	Brunelleschi SPA	Santino Sabbatini-Fantozzi	853	STRRNT77E18F463T	AB-	(Decimal('5.7346155'), Decimal('63.946796'))	08 Apr 2019		calboantonia		134
2000-07-30	amartinez@hotmail.com	Tucker-Phillips	Jamie Baird	1184	415-72-2299	B+	(Decimal('79.725844'), Decimal('-119.914787'))	2025/04/09		meyeramy		210
1919-11-01	naoto92@yahoo.com	合同会社鈴木農林	橋本 あすか	826	585-32-6943	B+	(Decimal('40.4296015'), Decimal('-126.465547'))	2023-11-23	アーティスト	yamamotojun		117
	haruka99@yahoo.com	伊藤農林有限会社	山崎 裕樹	244	497-52-2098	O-	(Decimal('-45.4158865'), Decimal('162.017187'))	28 Aug 2020		takahashihanako		615
	gioachinotrillini@gmail.com	Ajello, Flaiano e Iannotti e figli	Dott. Lamberto Gulotta	988	BLLSBN29H68L369R	O+	(Decimal('-0.482071'), Decimal('30.707774'))	03/21/2025, 00:00:00		sandrotrincavelli		723
	leandroalbuquerque@uol.com.br	Nogueira	Letícia Pacheco	1175	92754138005	O+	(Decimal('-5.0659605'), Decimal('-110.663996'))	2022-08-14	Profissional de tecnologia de laticínios	wfonseca		76
1975-03-09	marianamachado@hotmail.com	das Neves	Isabela Ferreira	1735	53492016707	B-	(Decimal('7.004743'), Decimal('-124.152263'))	05 May 2021		agatharezende		221
	maryhill@gmail.com	Riley-Ingram	Maria Turner	1808	882-73-5662	O-	(Decimal('47.322275'), Decimal('-169.676253'))	2020-05-31		isilva		192
1975-05-03	joseph71@hotmail.com	Russell-Lowe	Jessica Wilcox	433	885-63-0443	O-	(Decimal('0.1968825'), Decimal('92.304320'))	2022/08/24		paula56		348
1999-01-28	tiziano26@alice.it	Guariento-Eco s.r.l.	Gianmarco Fo	1062	CSLSNR44B29A001P	B-	(Decimal('80.795597'), Decimal('-81.222575'))	2019/11/12		ciampigiampaolo		162
2002-02-21	hbates@gmail.com	Downs-Brown	John Miller	702	222-22-0026	O-	(Decimal('44.8830455'), Decimal('-140.629416'))	2023/05/01	Race relations officer	ilee		623
2006-03-24	rrios@hotmail.com	Camargo Moraes S.A.	Ana Sophia Camargo	585	89173540684	AB-	(Decimal('-52.4420745'), Decimal('-51.625616'))	03/06/2025, 00:00:00		ncunha		616
	momokoikeda@yahoo.com	中村銀行株式会社	村上 拓真	1802	840-55-9170	AB-	(Decimal('81.5004825'), Decimal('121.591655'))	02/08/2023, 00:00:00		hiroshi16		14
2024-04-12	ologan@hotmail.com	Watson LLC	Pedro Davis	42	676-19-8509	O-	(Decimal('38.2773145'), Decimal('62.701138'))	08 Dec 2020		natasharobinson		386
	hans-ulrich99@hotmail.de	Nerger e.V.	Toralf Ruppert	57	915-22-3594	O+	(Decimal('-44.6880455'), Decimal('-142.789781'))	2024/06/14		rohtnorbert		314
1949-03-23	ccarvalho@hotmail.com	da Costa	Dr. Luiz Gustavo Rios	1022	81673290469	O+	(Decimal('-62.7975485'), Decimal('-76.216289'))	04 Oct 2018		marcelasiqueira		87
	harrisamber@gmail.com	Jacobs-Davis	Brent Contreras	428	883-96-3576	B+	(Decimal('-51.303212'), Decimal('64.211554'))	22 Apr 2020		katrina30		701
1949-09-27	jgumprich@gmx.de	Niemeier	Ing. Hans-Erich Hande B.Sc.	1733	826-01-6057	B+	(Decimal('-38.614411'), Decimal('140.703814'))	02/12/2022, 00:00:00	Bankkaufmann	ffranke		202
	massimo23@alice.it	Camilleri-Segrè Group	Roberta Franscini	1470	MZZLVI02B07D933T	AB+	(Decimal('-47.7929205'), Decimal('-119.555581'))	01 Jan 2020		nicolo11		231
1995-10-09	stolzeheiko@gmx.de	Mende AG & Co. OHG	Manuel Schaaf	932	481-03-3095	B-	(Decimal('-25.062587'), Decimal('65.576431'))	2019-08-08	Fachinformatiker	stella64		695
1922-05-28	maaya56@yahoo.com	松田銀行有限会社	三浦 結衣	971	107-10-4195	AB-	(Decimal('37.3493955'), Decimal('122.118575'))	2021/04/13		reisuzuki		338
1912-01-18	bmooney@hotmail.com	Fischer-Bishop	Natasha Anderson	2095	704-13-5750	A-	(Decimal('51.817756'), Decimal('5.425832'))	2021-01-03		richardriley		106
	aaronrios@yahoo.com	Taylor, Robinson and Jacobs	Larry Walters	630	490-25-8624	A-	(Decimal('29.5836425'), Decimal('-83.569687'))	2020-12-20		philipbrown		615
1945-06-25	rafaela89@bol.com.br	Macedo S.A.	José Miguel da Cruz	2066	68790134222	AB-	(Decimal('59.137250'), Decimal('-126.364644'))	07 Jul 2022	Degustador	bborges		325
	michelleanderson@yahoo.com	Tucker-Fitzgerald	Andrew Walsh	219	485-19-9398	AB-	(Decimal('-85.039017'), Decimal('-92.260290'))	2022-12-11		llynn		114
	baptistatzler@yahoo.de	Grein Groth KG	Salvatore Hande B.A.	484	690-72-8986	O-	(Decimal('-59.5743315'), Decimal('2.381480'))	2023-07-14		vtaesche		118
1958-10-04	uabreu@uol.com.br	Aragão da Mata S/A	Hadassa Cunha	1053	62497851328	AB-	(Decimal('13.657691'), Decimal('-70.302762'))	01/07/2022, 00:00:00		dmarques		115
1976-05-21	piero40@poste.it	Vitturi s.r.l.	Dott. Germana Turchi	896	FGTRNT73B61G168Q	O+	(Decimal('-77.4288775'), Decimal('154.324988'))	24 Nov 2019		cgigli		31
1931-10-17	da-luzyasmin@gmail.com	Ramos Sousa S.A.	Davi Luiz Sousa	1871	61492503770	A-	(Decimal('11.442596'), Decimal('-24.884871'))	2022/04/29	Gravurista	casa-grandelaura		720
1977-07-28	mattiabonatti@yahoo.com	Toso-Paolucci Group	Dott. Flavio Tebaldi	1205	TSORSN04S27M298K	AB-	(Decimal('35.7575695'), Decimal('121.439548'))	2025-02-16	Teacher, secondary school	martinapalmisano		413
	catalanocarlo@gmail.com	Spadafora SPA	Sig.ra Marta Grasso	2169	PRTRMN35M07C265Z	AB+	(Decimal('86.751514'), Decimal('1.431861'))	10/20/2022, 00:00:00		sraffafernanda		331
1998-11-26	mariane65@bol.com.br	Garcia e Filhos	Clara Machado	1893	83175069240	O+	(Decimal('27.1941265'), Decimal('-85.607303'))	26 Sep 2018		uabreu		621
	mennearaimondo@tin.it	Cesarotti-Vespucci SPA	Ferdinando Basso	2036	RMLNNN56R42F631Z	O+	(Decimal('-6.3202365'), Decimal('-96.109795'))	08 Apr 2021	Health and safety inspector	pignattidaria		226
	renata73@hotmail.it	Carfagna, Cabibbo e Barese e figli	Dott. Gabriele Pasolini	730	GBBFLP53T11B346U	AB-	(Decimal('-54.769903'), Decimal('62.292853'))	06/12/2025, 00:00:00	Charity officer	condoleoimelda		356
1946-02-13	ubohnbach@hotmail.de	Winkler Rust KG	Mark Drewes	139	704-72-8933	AB+	(Decimal('-47.7802495'), Decimal('-157.238674'))	04/13/2021, 00:00:00		marielestahr		655
1978-12-19	camargojade@yahoo.com.br	Rios	André da Mota	28	32165094860	AB+	(Decimal('23.418119'), Decimal('-82.342147'))	2019-09-23		luiz-miguellopes		412
	fernandesolivia@hotmail.com	das Neves Moraes Ltda.	Miguel Pastor	213	62147938050	A-		04/08/2024, 00:00:00		almeidarebeca		41
	andre45@gmail.com	Lima	Bryan Garcia	2036	35027416970	AB+	(Decimal('-51.5220615'), Decimal('67.244798'))	2024-10-12		osousa		499
1914-07-29	jennifer38@yahoo.com	Allen, Robertson and Butler	Anthony Crawford	280	118-91-9040	AB-	(Decimal('-52.9021375'), Decimal('62.186642'))	2024/03/20		christopherthompson		7
	fedele52@yahoo.com	Martucci-Foscari Group	Sig.ra Elvira Scotto	1289	BRNLSE55A02A474J	O+	(Decimal('45.5800025'), Decimal('-100.985501'))	2019-10-08		flavia73		56
2014-03-03	tammy41@yahoo.com	Guzman, Nunez and Wright	Dr. Jessica Stanley	1075	185-41-2548	A+	(Decimal('40.398699'), Decimal('-142.559258'))	2024-03-28		yguzman		434
1937-01-03	tomoya90@hotmail.com	株式会社山崎保険	前田 篤司	802	251-04-4121	AB+	(Decimal('62.2320625'), Decimal('-103.142090'))	2019/01/01	検察官	yumikosaito		43
	rohtkatharina@aol.de	Haase GmbH & Co. KG	Univ.Prof. Mahmoud Scheel B.A.	2040	364-24-8272	B+	(Decimal('-85.8459715'), Decimal('69.285053'))	2021/08/08		hans-karl01		701
1948-10-25	bragagliaalessandro@libero.it	Marconi-Renault e figli	Donato Bonomo	1026	BTTMCL77H11F114O	AB+	(Decimal('-72.060538'), Decimal('77.899160'))	2020/05/06		talianipaolo		658
	amico19@libero.it	Querini-Paolini Group	Donato Satta	1863	GRSLSU01D06E804N	AB+	(Decimal('-31.9151385'), Decimal('-121.883457'))	2022/04/26		dgoldoni		273
	rebeccacox@yahoo.com	Maldonado-Moore	Mrs. Sherri Foster	1439	601-95-2502	AB-	(Decimal('31.242745'), Decimal('-134.722390'))	2024/10/21	Dramatherapist	gmcdaniel		701
	brendasilva@ig.com.br	Marques Campos S/A	Beatriz Pimenta	1817	12079358677	O+	(Decimal('-76.0815455'), Decimal('55.502584'))	12/24/2019, 00:00:00		brunosales		382
1911-01-14	benignisophia@tiscali.it	Piazzi Group	Monica Cadorna-Guidone	325	CTLMND39B18D787O	AB+		23 Nov 2020		camilla72		465
1911-05-24	ekkehartneureuther@web.de	Häring	Francesca Schleich	962	749-12-6625	B+	(Decimal('-18.2738405'), Decimal('-99.943550'))	2022-04-14	Pilot	mohauptgalina		593
1993-05-30	morgannathaniel@gmail.com	Miller Inc	Elizabeth Abbott	1508	707-05-6651	AB+	(Decimal('5.006809'), Decimal('102.150296'))	20 Oct 2019	Soil scientist	cindy07		389
1967-03-10	leslieharris@gmail.com	Bell, Henry and Estes	Anthony Craig	96	519-09-9871	B+	(Decimal('-51.9773715'), Decimal('138.930363'))	2023-11-17	Conservator, museum/gallery	kevinmorales		513
	maria-luisamoraes@uol.com.br	Guerra	Liam Dias	1463	29460573800	AB+	(Decimal('0.7080635'), Decimal('126.990461'))	21 May 2019		aragaogabriel		277
1946-10-24	xsampaio@gmail.com	Moreira - EI	Thiago Freitas	641	25864017353	A-	(Decimal('-64.3862035'), Decimal('-26.713230'))	2019-04-04		lcorreia		64
	hidekisaito@gmail.com	有限会社中村銀行	佐藤 治	520	409-75-9734	AB+	(Decimal('-71.7194155'), Decimal('21.286093'))	02/06/2021, 00:00:00		takumasasaki		263
1948-05-14	davissarah@gmail.com	Bentley, Mathews and Stafford	Kristina Meadows	1249	586-13-5283	A-	(Decimal('38.261663'), Decimal('28.962238'))	2020-04-23		sheltondaniel		245
	stozzo@libero.it	Brenna e figli	Lauretta Munari-Majewski	1359	SMLDLM76T62A710K	O-	(Decimal('66.751794'), Decimal('78.668546'))	04/18/2024, 00:00:00		mariano94		410
	cendronachille@tiscali.it	Rosiello SPA	Giovanna Toselli	1141	PVRDLS01H08G150D	O+	(Decimal('-70.025961'), Decimal('-86.990835'))	29 Sep 2019		costanzo10		289
	anthony94@gmail.com	Hanson LLC	John Martin	1882	103-77-1363	B-	(Decimal('-76.190296'), Decimal('7.441779'))	06/02/2021, 00:00:00		nmedina		71
	pavonefernanda@libero.it	Sobrero SPA	Filippa Bossi	1447	CMPTRT05D58H876V	AB-	(Decimal('-55.2370755'), Decimal('143.446030'))	17 Mar 2025		berenicefoa		444
	olopez@gmail.com	Payne, Sampson and Sosa	Olivia Castillo	2111	482-70-4421	B+	(Decimal('81.4085045'), Decimal('39.516014'))	2023/03/25		ryan90		615
	gamblejoseph@hotmail.com	Pacheco, Escobar and Armstrong	Amy Blackburn	1551	409-10-0480	AB-	(Decimal('14.0083805'), Decimal('157.417249'))	2022-12-21	Sports administrator	kbrady		311
1973-06-30	dianamcgee@gmail.com	Dunn Group	Taylor Taylor	224	185-30-9960	AB+	(Decimal('84.050521'), Decimal('-111.364801'))	2023/12/31	Photographer	melissadavenport		521
	sarah38@hotmail.de	Gnatz Stiftung & Co. KGaA	Dr. Sylvester Klingelhöfer B.Eng.	116	151-82-8900	B-		06 Feb 2024		yfreudenberger		545
1942-05-26	kyosuke41@hotmail.com	株式会社渡辺食品	田中 くみ子	1067	179-71-0242	A-	(Decimal('-32.787544'), Decimal('151.584152'))	2023-07-22		okadatomoya		19
1979-06-24	robertbanks@gmail.com	Richardson, Miller and Price	Tracey Wolf	1333	787-20-6540	A-	(Decimal('-54.2276965'), Decimal('88.378094'))	2024-08-15		thomas58		500
1910-08-17	sara63@uol.com.br	Jesus Moura Ltda.	Valentim Albuquerque	515	95368014260	AB-	(Decimal('75.7820915'), Decimal('131.405175'))	2023-03-01		caio05		278
1936-11-23	satohanako@gmail.com	中島ガス株式会社	渡辺 涼平	2054	505-31-9359	B+	(Decimal('27.435271'), Decimal('7.692994'))	12/05/2022, 00:00:00		tyamaguchi		557
1983-02-01	rei33@hotmail.com	合同会社中村水産	田中 陽子	1855	603-88-9156	B-	(Decimal('7.0520745'), Decimal('-29.843971'))	2019/08/14	作曲家	nanamiyamamoto		83
2023-04-21	tnette@gmail.com	Blümel Gertz AG	Laura Keudel-Hecker	59	078-20-1162	B+	(Decimal('12.049343'), Decimal('-121.866888'))	2024/09/28	Programmierer	kklapp		367
	jun61@hotmail.com	合同会社前田電気	斎藤 直子	502	880-02-9716	B+	(Decimal('52.094416'), Decimal('121.826657'))	01/14/2019, 00:00:00	ゲームクリエイター	sayuri85		116
	halvarez@gmail.com	Griffin, Harvey and Fletcher	Jennifer Martinez	1732	819-82-4907	O+	(Decimal('69.7408495'), Decimal('63.356686'))	11/30/2024, 00:00:00	Teacher, music	aharris		621
	da-costagiovanna@bol.com.br	Lopes	Isaac Pimenta	266	93726815040	A-	(Decimal('1.240311'), Decimal('-175.061420'))	04 Dec 2018		rgomes		693
	nmatsumoto@gmail.com	山下農林株式会社	村上 さゆり	1656	326-74-2382	O+	(Decimal('7.0990965'), Decimal('41.629488'))	06 Dec 2019		reiyamamoto		325
1931-06-29	yamaguchiryosuke@yahoo.com	小林印刷株式会社	石井 京助	381	755-51-7068	A+	(Decimal('29.899938'), Decimal('-169.618847'))	2019/02/07		chiyo24		616
	kananakamura@yahoo.com	合同会社青木電気	佐々木 幹	1030	589-87-9155	B+	(Decimal('9.6494755'), Decimal('115.209476'))	2024/03/19		asuka15		315
	holttatjana@hotmail.de	Tschentscher AG	Prof. Klemens Beckmann B.Sc.	1536	766-50-3845	A-	(Decimal('15.4762655'), Decimal('175.359743'))	04/24/2019, 00:00:00		ofiebig		161
	cuevasjeremy@gmail.com	Hayes Group	Joseph Pace	105	831-41-7257	A-	(Decimal('-76.2738245'), Decimal('-170.786923'))	2024/08/31		jacquelineacosta		373
1978-12-20	zampapellegrino@virgilio.it	Bellocchio-Cavanna s.r.l.	Giacinto Foà	1787	FRRGRN00H53I539K	AB+	(Decimal('52.4528155'), Decimal('-0.530681'))	15 Nov 2022		luisavecoli		414
1976-08-27	friedrich-wilhelmgumprich@aol.de	Gutknecht Stiftung & Co. KG	Burkhardt Gorlitz	1737	167-63-7974	A-	(Decimal('29.357444'), Decimal('-99.344226'))	2020/11/13		ivan86		253
1995-05-08	rosaceschi@tiscali.it	Zabarella-Alfonsi SPA	Leone Pagnotto	161	VNTPMP51R59E854O	A-	(Decimal('-16.6241175'), Decimal('104.845686'))	22 Aug 2024		dantonelli		384
1928-09-14	epimenta@bol.com.br	Silva - EI	Pietro Cavalcanti	1432	69830574148	A-	(Decimal('-43.6301495'), Decimal('-56.112321'))	08/28/2020, 00:00:00		ifernandes		259
	tonia30@tele2.it	Nitto-Canetta SPA	Ricciotti Comisso	878	CCLPNI32T04A129F	A+	(Decimal('-21.439631'), Decimal('-71.275071'))	2025-04-14		gabbanaorlando		155
1927-07-06	jwagner@yahoo.com	Oconnell, Miller and Mccarthy	David Moyer	565	446-19-5813	B-	(Decimal('-56.186678'), Decimal('74.613490'))	2021-07-11		david41		513
1985-02-01	barbosacaleb@uol.com.br	Teixeira	Catarina Câmara	340	42178605958	O+	(Decimal('31.472451'), Decimal('-47.142580'))	2022/12/26		vpinto		257
1970-12-15	christian95@hotmail.com	Sweeney Ltd	Lisa Gray	767	139-32-5276	A+	(Decimal('41.6074285'), Decimal('-164.212095'))	2022/04/03		mary16		428
1922-04-14	germana05@tin.it	Pisano, Comboni e Ravaglioli s.r.l.	Telemaco Bocca	1121	PVNLCU31D60B259E	O+	(Decimal('33.367338'), Decimal('175.696058'))	06/21/2019, 00:00:00		tgrifeo		320
2016-04-29	kitzmannvolkhard@aol.de	Rust GmbH	Undine Hentschel-Bauer	1970	712-41-8100	O-	(Decimal('41.749470'), Decimal('34.479007'))	2024/11/29		metinwulff		67
1992-02-10	eyoshida@gmail.com	合同会社山本印刷	佐藤 舞	1888	237-76-0002	B-	(Decimal('61.070677'), Decimal('159.044601'))	2025-03-26		eito		308
1942-06-03	rebekka74@gmx.de	Eimer Riehl KG	Prof. Henner Dehmel B.Sc.	584	773-72-1369	AB-	(Decimal('89.9160045'), Decimal('-124.872042'))	10/30/2020, 00:00:00		klotzraik		626
	fantinieugenia@gmail.com	Stefanelli, Bianchini e Monti s.r.l.	Loretta Federici	733	TRTTNO96S07G048C	A+	(Decimal('-12.567111'), Decimal('-173.916074'))	09/04/2021, 00:00:00		sole20		358
1989-01-02	sanchezjennifer@hotmail.com	Haas, Barber and Coleman	Lance Sullivan	186	430-71-1775	A-	(Decimal('5.4080615'), Decimal('31.756991'))	25 Oct 2024		vegakaren		617
	bcarsten@yahoo.de	Dippel	Heidemarie Seifert	1878	798-35-9618	O+	(Decimal('78.156843'), Decimal('116.367661'))	03/04/2025, 00:00:00	Designer	krebsrosmarie		289
	mathias29@gmail.com	Porto	Francisco da Cunha	186	46718529346	A-	(Decimal('-27.2223935'), Decimal('85.857911'))	04/08/2021, 00:00:00	Sociólogo	miguel74		340
1943-10-10	agagliano@fastwebnet.it	Camanni, Cherubini e Cagnotto SPA	Amico Sorrentino	1345	GRGMLN26S20D608J	A-	(Decimal('45.011217'), Decimal('165.927836'))	27 Jan 2024	Recycling officer	alessandra83		496
	adinolfialdo@poste.it	Medici-Mercantini Group	Sig.ra Jolanda Scarfoglio	496	PLSLRZ31S60D961X	O-	(Decimal('-36.7146835'), Decimal('90.815661'))	09 May 2019		tassonialessandro		594
1912-12-20	francisconogueira@ig.com.br	Sales e Filhos	Dra. Hadassa Albuquerque	1177	85213769012	B-	(Decimal('-41.4179935'), Decimal('118.808810'))	2024/06/18	Tecelão	luiz-gustavo31		460
2008-08-21	maedahideki@gmail.com	合同会社加藤通信	近藤 裕美子	1843	351-43-2956	A+	(Decimal('-37.6035095'), Decimal('153.198596'))	05/11/2021, 00:00:00		tanakahanako		231
	wguerra@hotmail.com	da Costa Barbosa S.A.	Ana Julia da Mota	1144	84532790123	B-	(Decimal('-35.381442'), Decimal('-108.288668'))	03/18/2019, 00:00:00	Técnico em segurança do trabalho	sousaamanda		353
	stacydelacruz@hotmail.com	Hill-Newton	David Dunn	894	027-61-5334	O-	(Decimal('-50.732008'), Decimal('13.715995'))	2021/07/04		robinsonsean		30
1998-12-05	maggioliezio@outlook.com	Errani-Capecchi s.r.l.	Dino Molesini	1173	LTTMND06L08C712X	A-	(Decimal('-57.973452'), Decimal('-129.625158'))	25 May 2022	Scientist, audiological	apalumbo		257
1933-02-02	weimerevamaria@hotmail.de	Carsten e.V.	Dr. Leonore Peukert	1308	571-53-2335	AB+	(Decimal('66.6785005'), Decimal('-10.746656'))	30 Dec 2022	Erzieher	boucseinewald		445
	peter35@yahoo.com	Hutchinson PLC	Anthony Lopez	1297	675-82-5339	B+	(Decimal('-88.580916'), Decimal('-156.225389'))	10/18/2018, 00:00:00		hward		139
	suzukimikako@gmail.com	石川建設合同会社	中川 千代	199	078-81-9794	O+	(Decimal('15.2760515'), Decimal('12.501701'))	05/16/2019, 00:00:00		yutayamazaki		418
2019-08-20	grete76@googlemail.com	Juncken KG	Dr. Helge Hartmann	882	049-80-7838	AB+	(Decimal('41.426181'), Decimal('-94.381567'))	2024/05/27		hans-jochen00		379
1939-06-18	rohlederhansjoerg@yahoo.de	Fechner KGaA	Reimer Stiffel-Metz	838	993-74-4030	O-	(Decimal('25.0480135'), Decimal('71.977400'))	2019-09-28		hilde99		25
1972-02-14	bradleypeters@gmail.com	Sanchez-Ingram	Katrina Clark	367	884-35-6298	O+	(Decimal('-28.056945'), Decimal('-152.293691'))	07/31/2025, 00:00:00		harrisanna		30
1999-11-05	christopherchavez@hotmail.com	Butler LLC	Michael Patterson	1196	490-04-0010	B+	(Decimal('-7.954916'), Decimal('147.089136'))	2023/06/27		carlsoncharles		93
1963-12-18	magliopasquale@yahoo.com	Semitecolo s.r.l.	Nina Rapisardi	988	SCLMME41P03D364T	AB-		2021/05/17	Architect	ioppifredo		215
